jmeno|prezdivka|pohlavi|vyska|vaha|narozeni|umrti|klub|stat|sport|hry1|udalost1|tym1|poradi1|medaile1|detail1|hry2|udalost2|tym2|poradi2|medaile2|detail2|hry3|udalost3|tym3|poradi3|medaile3|detail3|hry4|udalost4|tym4|poradi4|medaile4|detail4|hry5|udalost5|tym5|poradi5|medaile5|detail5|hry6|udalost6|tym6|poradi6|medaile6|detail6|hry7|udalost7|tym7|poradi7|medaile7|detail7|hry8|udalost8|tym8|poradi8|medaile8|detail8|hry9|udalost9|tym9|poradi9|medaile9|detail9|hry10|udalost10|tym10|poradi10|medaile10|detail10|hry11|udalost11|tym11|poradi11|medaile11|detail11|hry12|udalost12|tym12|poradi12|medaile12|detail12|hry13|udalost13|tym13|poradi13|medaile13|detail13|hry14|udalost14|tym14|poradi14|medaile14|detail14|hry15|udalost15|tym15|poradi15|medaile15|detail15|hry16|udalost16|tym16|poradi16|medaile16|detail16|hry17|udalost17|tym17|poradi17|medaile17|detail17|hry18|udalost18|tym18|poradi18|medaile18|detail18|hry19|udalost19|tym19|poradi19|medaile19|detail19|hry20|udalost20|tym20|poradi20|medaile20|detail20|hry21|udalost21|tym21|poradi21|medaile21|detail21|hry22|udalost22|tym22|poradi22|medaile22|detail22|hry23|udalost23|tym23|poradi23|medaile23|detail23|hry24|udalost24|tym24|poradi24
Vladimír Vaina||Male|||1909-11-02|||Czechoslovakia|Rowing|1936 Summer|Men's Double Sculls|Czechoslovakia|3 h2 r2/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marián Vajda||Male|"5'8"" (173 cm)"|150 lbs (68 kg)|1965-04-23||TJ Slovan Bratislava, Piešťany|Czechoslovakia|Tennis|1992 Summer|Men's Singles|Czechoslovakia|33T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavel Valach||Male|"6'5"" (195 cm)"|194 lbs (88 kg)|1953-10-26||Skoda Budejovice|Czechoslovakia|Volleyball|1980 Summer|Men's Volleyball|Czechoslovakia|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Gejza Valent||Male|"6'5"" (196 cm)"|265 lbs (120 kg)|1953-10-03||TJ Vítkovice, Ostrava (CZE)|Czechoslovakia|Athletics|1988 Summer|Men's Discus Throw|Czechoslovakia|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Věroslav Valenta||Male|"6'6"" (198 cm)"|209 lbs (95 kg)|1965-03-25||USK Praha, Praha (CZE)|Czechoslovakia|Athletics|1988 Summer|Men's Decathlon|Czechoslovakia|28||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jaroslava Valentová (Kralová-, -Řezáčová)||Female|"5'11"" (181 cm)"|143 lbs (65 kg)|1945-12-11||Sparta Praha, Praha (CZE)|Czechoslovakia|Athletics|1968 Summer|Women's High Jump|Czechoslovakia|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ivana Valešová||Female|"5'4"" (162 cm)"|130 lbs (59 kg)|1963-11-29||Slavija MK, Praha|Czechoslovakia|Alpine Skiing|1984 Winter|Women's Downhill|Czechoslovakia|24|||1984 Winter|Women's Giant Slalom|Czechoslovakia|28|||1984 Winter|Women's Slalom|Czechoslovakia|AC||DNF||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
František Valošek||Male|"5'5"" (166 cm)"|143 lbs (65 kg)|1937-07-12||Baník Ostrava, Ostrava (CZE)|Czechoslovakia|Football|1964 Summer|Men's Football|Czechoslovakia|2|Silver|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Irma Valová||Female|"6'2"" (188 cm)"|198 lbs (90 kg)|1965-07-26|||Czechoslovakia|Basketball|1988 Summer|Women's Basketball|Czechoslovakia|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
David Valter||Male|"6'1"" (185 cm)"|165 lbs (75 kg)|1970-01-07||Športovný Klub Policie Kometa Brno|Czechoslovakia|Shooting|1992 Summer|Mixed Skeet|Czechoslovakia|21T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"Lubomír ""Luboš"" Vambera"||Male|||1925-03-03|2007-01-31||Czechoslovakia|Canoeing|1948 Summer|Men's Kayak Singles, 1,000 metres|Czechoslovakia|7|||1952 Summer|Men's Kayak Singles, 1,000 metres|Czechoslovakia|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Zdeněk Váňa||Male|"5'7"" (170 cm)"|141 lbs (64 kg)|1939-02-07||Dukla Praha, Praha (CZE)|Czechoslovakia|Athletics|1960 Summer|Men's 400 metres|Czechoslovakia|4 h7 r1/4|||1960 Summer|Men's 4 × 400 metres Relay|Czechoslovakia|4 h4 r1/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Věra Vančurová (-Rylicková)||Female|||1932-09-17|||Czechoslovakia|Gymnastics|1952 Summer|Women's Individual All-Around|Czechoslovakia|34|||1952 Summer|Women's Team All-Around|Czechoslovakia|3|Bronze|non-scoring|1952 Summer|Women's Team Portable Apparatus|Czechoslovakia|6T |||1952 Summer|Women's Floor Exercise|Czechoslovakia|33T |||1952 Summer|Women's Horse Vault|Czechoslovakia|76|||1952 Summer|Women's Uneven Bars|Czechoslovakia|61T |||1952 Summer|Women's Balance Beam|Czechoslovakia|14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
František Vaněček||Male|||1891-09-11|1945-02-14||Czechoslovakia|Gymnastics|1920 Summer|Men's Team All-Around|Czechoslovakia|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
František Vaněk|Professor|Male|"5'8"" (172 cm)"|152 lbs (69 kg)|1931-12-03||Kometa Brno, Brno (CZE)|Czechoslovakia|Ice Hockey|1956 Winter|Men's Ice Hockey|Czechoslovakia|5|||1960 Winter|Men's Ice Hockey|Czechoslovakia|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Vaněk||Male||||||Czechoslovakia|Rowing|1948 Summer|Men's Coxless Fours|Czechoslovakia|2 h2 r2/4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Zdeněk Vaněk||Male|"6'7"" (200 cm)"|207 lbs (94 kg)|1968-07-19||Dukla Praha, Praha (CZE)|Czechoslovakia|Handball|1988 Summer|Men's Handball|Czechoslovakia|6|||1992 Summer|Men's Handball|Czechoslovakia|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jan Vaník||Male|||1892-04-11|1950-06-12|Slavia Praha, Praha (CZE)|Czechoslovakia|Football|1920 Summer|Men's Football|Czechoslovakia|AC||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jaromír Vaňous||Male|"6'2"" (187 cm)"|161 lbs (73 kg)|1955-09-24||Dukla Banská Bystrica, Banská Bystrica (SVK)|Czechoslovakia|Athletics|1980 Summer|Men's 50 kilometres Walk|Czechoslovakia|AC||DQ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Milan Vápenka||Male|"6'4"" (194 cm)"|203 lbs (92 kg)|1943-05-04||RH Praha, Praha (CZE)|Czechoslovakia|Volleyball|1972 Summer|Men's Volleyball|Czechoslovakia|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jana Vápenková (Hálková-)|Žlebanka, Žlebka|Female|"5'9"" (176 cm)"|176 lbs (80 kg)|1947-05-14||Tatran Praha|Czechoslovakia|Volleyball|1972 Summer|Women's Volleyball|Czechoslovakia|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Helena Vašáková (-Vassová)||Female|"5'6"" (168 cm)"|126 lbs (57 kg)|1961-04-27|||Czechoslovakia|Canoeing|1980 Summer|Women's Kayak Doubles, 500 metres|Czechoslovakia|6 h1r2/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Josef Vávra||Male||||||Czechoslovakia|Wrestling|1928 Summer|Men's Light-Heavyweight, Greco-Roman|Czechoslovakia|8T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vladimír Vávra||Male|||1905-01-08|1932-12-26||Czechoslovakia|Wrestling|1928 Summer|Men's Lightweight, Greco-Roman|Czechoslovakia|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Zdeněk Vávra||Male|||1891|||Czechoslovakia|Fencing|1912 Summer|Men's Foil, Individual|Bohemia|6 p10 r1/4|||1912 Summer|Men's Épée, Individual|Bohemia|5T  p1 r3/4|||1920 Summer|Men's Épée, Team|Czechoslovakia|9T |||1920 Summer|Men's Sabre, Individual|Czechoslovakia|5T  p4 r1/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jindřich Vavrla||Male|"5'5"" (166 cm)"|137 lbs (62 kg)|1967-02-12||Baník Ostrava/SKP Frýdek-Místek|Czechoslovakia|Wrestling|1992 Summer|Men's Featherweight, Greco-Roman|Czechoslovakia|AC||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Iva Vávrová (Chalupová-)||Female|"5'6"" (168 cm)"|139 lbs (63 kg)|1943-12-01|||Czechoslovakia|Canoeing|1968 Summer|Women's Kayak Singles, 500 metres|Czechoslovakia|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michaela Vávrová||Female|"5'10"" (179 cm)"|148 lbs (67 kg)|1974-04-01||Športovný Klub Smíchov|Czechoslovakia|Rowing|1992 Summer|Women's Coxed Eights|Czechoslovakia|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ludvík Vébr||Male|"4'11"" (150 cm)"|112 lbs (51 kg)|1960-04-20|||Czechoslovakia|Rowing|1976 Summer|Men's Coxed Pairs|Czechoslovakia|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Večerek||Male|"5'7"" (169 cm)"|152 lbs (69 kg)|1943-08-04||Baník Ostrava, Ostrava (CZE)|Czechoslovakia|Football|1968 Summer|Men's Football|Czechoslovakia|9T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jana Vejrková||Female|"5'2"" (158 cm)"|90 lbs (41 kg)|1967-09-05|||Czechoslovakia|Gymnastics|1988 Summer|Women's Individual All-Around|Czechoslovakia|58 QR|||1988 Summer|Women's Team All-Around|Czechoslovakia|7|||1988 Summer|Women's Floor Exercise|Czechoslovakia|52T  QR|||1988 Summer|Women's Horse Vault|Czechoslovakia|51T  QR|||1988 Summer|Women's Uneven Bars|Czechoslovakia|75T  QR|||1988 Summer|Women's Balance Beam|Czechoslovakia|34T  QR||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michal Vejsada||Male|"5'4"" (163 cm)"|137 lbs (62 kg)|1960-03-26|||Czechoslovakia|Wrestling|1980 Summer|Men's Featherweight, Greco-Roman|Czechoslovakia|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Miroslav Vejvoda||Male|"6'0"" (184 cm)"|185 lbs (84 kg)|1932-07-05|||Czechoslovakia|Sailing|1964 Summer|Mixed One Person Dinghy|Czechoslovakia|18|||1972 Summer|Mixed One Person Dinghy|Czechoslovakia|16||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jaroslav Velda||Male||||||Czechoslovakia|Gymnastics|1920 Summer|Men's Team All-Around|Czechoslovakia|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martina Velíšková||Female|"5'1"" (156 cm)"|88 lbs (40 kg)|1971-04-16|||Czechoslovakia|Gymnastics|1988 Summer|Women's Individual All-Around|Czechoslovakia|52 QR|||1988 Summer|Women's Team All-Around|Czechoslovakia|7|||1988 Summer|Women's Floor Exercise|Czechoslovakia|51 QR|||1988 Summer|Women's Horse Vault|Czechoslovakia|71T  QR|||1988 Summer|Women's Uneven Bars|Czechoslovakia|38T  QR|||1988 Summer|Women's Balance Beam|Czechoslovakia|34T  QR||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Josef Věnsek||Male|"5'9"" (174 cm)"|157 lbs (71 kg)|1967-06-27||Dukla Banská Bystrica, Banská Bystrica (SVK)|Czechoslovakia|Judo|1992 Summer|Men's Lightweight|Czechoslovakia|18T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
František Ventura||Male|||1895-10-27|1969-12-02||Czechoslovakia|Equestrianism|1928 Summer|Men's Jumping, Individual|Czechoslovakia|1|Gold||1928 Summer|Men's Jumping, Team|Czechoslovakia|AC||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Josef Věntus||Male|"5'11"" (180 cm)"|183 lbs (83 kg)|1931-02-17|||Czechoslovakia|Rowing|1956 Summer|Men's Coxed Eights|Czechoslovakia|3 h2 r3/4|||1960 Summer|Men's Coxed Eights|Czechoslovakia|3|Bronze||1964 Summer|Men's Coxed Eights|Czechoslovakia|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Zdena Veřmiřovská||Female|||1913-06-27|1997-05-13||Czechoslovakia|Gymnastics|1936 Summer|Women's Team All-Around|Czechoslovakia|2|Silver||1948 Summer|Women's Team All-Around|Czechoslovakia|1|Gold|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Libuše Veselá||Female||||||Czechoslovakia|Figure Skating|1928 Winter|Mixed Pairs|Czechoslovakia|12||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Peter Veselovský||Male|"6'1"" (186 cm)"|187 lbs (85 kg)|1964-11-11||HC Košice, Košice (SVK)|Czechoslovakia|Ice Hockey|1992 Winter|Men's Ice Hockey|Czechoslovakia|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jan Veselý||Male|||1923-06-17|2003-02-10||Czechoslovakia|Cycling|1952 Summer|Men's Road Race, Individual|Czechoslovakia|AC||DNF|1952 Summer|Men's Road Race, Team|Czechoslovakia|AC||DNF||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jaroslav Veselý||Male|"5'8"" (172 cm)"|150 lbs (68 kg)|1937-02-12|||Czechoslovakia|Shooting|1968 Summer|Mixed Free Pistol, 50 metres|Czechoslovakia|27||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Václav Veselý||Male|||1900-08-13|1941-12-10||Czechoslovakia|Gymnastics|1928 Summer|Men's Individual All-Around|Czechoslovakia|28|||1928 Summer|Men's Team All-Around|Czechoslovakia|2|Silver||1928 Summer|Men's Horse Vault|Czechoslovakia|30T |||1928 Summer|Men's Parallel Bars|Czechoslovakia|25T |||1928 Summer|Men's Horizontal Bar|Czechoslovakia|32|||1928 Summer|Men's Rings|Czechoslovakia|17T |||1928 Summer|Men's Pommelled Horse|Czechoslovakia|47||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vojtěch Veselý||Male||||||Czechoslovakia|Figure Skating|1928 Winter|Mixed Pairs|Czechoslovakia|12||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marie Větrovská (-Široká)||Female|||1912-06-26|1987-05-21||Czechoslovakia|Gymnastics|1936 Summer|Women's Team All-Around|Czechoslovakia|2|Silver|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marie Víchová||Female|"5'6"" (167 cm)"|121 lbs (55 kg)|1948-10-09|||Czechoslovakia|Figure Skating|1968 Winter|Women's Singles|Czechoslovakia|21||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Dušan Vičík||Male|"6'4"" (192 cm)"|201 lbs (91 kg)|1960-12-18|||Czechoslovakia|Rowing|1980 Summer|Men's Coxed Eights|Czechoslovakia|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ladislav Vidumanský||Male|||1961-07-09|||Czechoslovakia|Water Polo|1992 Summer|Men's Water Polo|Czechoslovakia|12||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Roland Vími||Male|"5'11"" (181 cm)"|163 lbs (74 kg)|1969-06-21||Wiener Sport-Club, Wien (AUT)|Czechoslovakia|Table Tennis|1992 Summer|Men's Singles|Czechoslovakia|33T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ludmila Vindušková (-Pláteníková)|Vinda|Female|"5'8"" (172 cm)"|154 lbs (70 kg)|1949-01-03||Slávia Bratislava, Bratislava (SVK)|Czechoslovakia|Volleyball|1972 Summer|Women's Volleyball|Czechoslovakia|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Otakar Vindyš|Otto|Male|||1884-04-09|1949-12-23|Slavia Praha, Praha (CZE)|Czechoslovakia|Ice Hockey|1920 Summer|Men's Ice Hockey|Czechoslovakia|3|Bronze||1924 Winter|Men's Ice Hockey|Czechoslovakia|5T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
František Vitašek||Male||||||Czechoslovakia|Weightlifting|1928 Summer|Men's Featherweight|Czechoslovakia|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jaroslav Vítek||Male|"6'9"" (205 cm)"|254 lbs (115 kg)|1915-01-14|1966-05-15|Sokol Brno 1, Brno (CZE)|Czechoslovakia|Athletics|1936 Summer|Men's Shot Put|Czechoslovakia|AC QR||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Miroslav Vítek||Male|"6'2"" (188 cm)"|207 lbs (94 kg)|1909-03-30|1976-03-30|Sokol Znojmo, Znojmo (CZE)|Czechoslovakia|Athletics|1936 Summer|Men's Discus Throw|Czechoslovakia|AC QR||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ladislav Vízek||Male|"5'9"" (174 cm)"|163 lbs (74 kg)|1955-01-22||Dukla Praha, Praha (CZE)|Czechoslovakia|Football|1980 Summer|Men's Football|Czechoslovakia|1|Gold|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Miroslav Vlach||Male|"5'7"" (170 cm)"|163 lbs (74 kg)|1935-10-19|2001-12-08|HC Vítkovice Steel, Ostrava (CZE)|Czechoslovakia|Ice Hockey|1960 Winter|Men's Ice Hockey|Czechoslovakia|4|||1964 Winter|Men's Ice Hockey|Czechoslovakia|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Rostislav Vlach||Male|"5'11"" (181 cm)"|168 lbs (76 kg)|1962-07-23||HC Zlín, Zlín (CZE)|Czechoslovakia|Ice Hockey|1988 Winter|Men's Ice Hockey|Czechoslovakia|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Oldřich Vlasák||Male|"6'5"" (196 cm)"|243 lbs (110 kg)|1949-11-12|||Czechoslovakia|Wrestling|1972 Summer|Men's Super-Heavyweight, Freestyle|Czechoslovakia|AC||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Hana Vlasáková (-Marcoliniová)||Female|"5'11"" (180 cm)"|172 lbs (78 kg)|1948-06-21||Tatran Praha|Czechoslovakia|Volleyball|1968 Summer|Women's Volleyball|Czechoslovakia|6|||1972 Summer|Women's Volleyball|Czechoslovakia|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Josef Vlček||Male|||1900-09-03|1970-01-25|Čechie Karlín, Praha (CZE)|Czechoslovakia|Football|1924 Summer|Men's Football|Czechoslovakia|9T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jaromír Vlk||Male|"6'6"" (198 cm)"|278 lbs (126 kg)|1949-03-04||Dukla Praha, Praha (CZE)|Czechoslovakia|Athletics|1972 Summer|Men's Shot Put|Czechoslovakia|9|||1980 Summer|Men's Shot Put|Czechoslovakia|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Vlk||Male|"5'11"" (181 cm)"|181 lbs (82 kg)|1964-01-07||Dukla Jihlava, Jihlava (CZE)|Czechoslovakia|Ice Hockey|1988 Winter|Men's Ice Hockey|Czechoslovakia|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Václav Vochoska||Male|"6'4"" (192 cm)"|187 lbs (85 kg)|1955-07-26|||Czechoslovakia|Rowing|1976 Summer|Men's Quadruple Sculls|Czechoslovakia|3|Bronze||1980 Summer|Men's Double Sculls|Czechoslovakia|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jan Vodička||Male|||1932-04-13||HC České Budějovice, České Budějovice (CZE)|Czechoslovakia|Ice Hockey|1956 Winter|Men's Ice Hockey|Czechoslovakia|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kamila Vodičková||Female|"6'2"" (188 cm)"|185 lbs (84 kg)|1972-12-19||Slovan Litoměřice/Slovan Česká Lípa/USK Praha|Czechoslovakia|Basketball|1992 Summer|Women's Basketball|Czechoslovakia|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Vogler||Male|"5'7"" (169 cm)"|168 lbs (76 kg)|1946-02-02|||Czechoslovakia|Shooting|1972 Summer|Mixed Small-Bore Rifle, Prone, 50 metres|Czechoslovakia|5|||1976 Summer|Mixed Small-Bore Rifle, Prone, 50 metres|Czechoslovakia|12T |||1980 Summer|Mixed Small-Bore Rifle, Prone, 50 metres|Czechoslovakia|32T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
