jmeno|prezdivka|pohlavi|vyska|vaha|narozeni|umrti|klub|stat|sport|hry1|udalost1|tym1|poradi1|medaile1|detail1|hry2|udalost2|tym2|poradi2|medaile2|detail2|hry3|udalost3|tym3|poradi3|medaile3|detail3|hry4|udalost4|tym4|poradi4|medaile4|detail4|hry5|udalost5|tym5|poradi5|medaile5|detail5|hry6|udalost6|tym6|poradi6|medaile6|detail6|hry7|udalost7|tym7|poradi7|medaile7|detail7|hry8|udalost8|tym8|poradi8|medaile8|detail8|hry9|udalost9|tym9|poradi9|medaile9|detail9|hry10|udalost10|tym10|poradi10|medaile10|detail10|hry11|udalost11|tym11|poradi11|medaile11|detail11|hry12|udalost12|tym12|poradi12|medaile12|detail12|hry13|udalost13|tym13|poradi13|medaile13|detail13|hry14|udalost14|tym14|poradi14|medaile14|detail14|hry15|udalost15|tym15|poradi15|medaile15|detail15|hry16|udalost16|tym16|poradi16|medaile16|detail16|hry17|udalost17|tym17|poradi17|medaile17|detail17|hry18|udalost18|tym18|poradi18|medaile18|detail18|hry19|udalost19|tym19|poradi19|medaile19|detail19|hry20|udalost20|tym20|poradi20|medaile20|detail20|hry21|udalost21|tym21|poradi21|medaile21|detail21|hry22|udalost22|tym22|poradi22|medaile22|detail22|hry23|udalost23|tym23|poradi23|medaile23|detail23|hry24|udalost24|tym24|poradi24
Kateřina Neumannová||Female|"5'9"" (175 cm)"|148 lbs (67 kg)|1973-02-15|||Czech Republic|Cycling|1992 Winter|Women's 5 kilometres|Czechoslovakia|13|||1992 Winter|Women's 15 kilometres|Czechoslovakia|14|||1992 Winter|Women's 5/10 kilometres Pursuit|Czechoslovakia|22|||1992 Winter|Women's 4 × 5 kilometres Relay|Czechoslovakia|6|||1994 Winter|Women's 5 kilometres|Czech Republic|8|||1994 Winter|Women's 15 kilometres|Czech Republic|14T |||1994 Winter|Women's 5/10 kilometres Pursuit|Czech Republic|6|||1994 Winter|Women's 4 × 5 kilometres Relay|Czech Republic|9|||1996 Summer|Women's Mountainbike, Cross-Country|Czech Republic|18|||1998 Winter|Women's 5 kilometres|Czech Republic|2|Silver||1998 Winter|Women's 15 kilometres|Czech Republic|9|||1998 Winter|Women's 5/10 kilometres Pursuit|Czech Republic|3|Bronze||1998 Winter|Women's 4 × 5 kilometres Relay|Czech Republic|6|||2002 Winter|Women's Sprint|Czech Republic|13|||2002 Winter|Women's 15 kilometres|Czech Republic|2|Silver||2002 Winter|Women's 5/5 kilometres Pursuit|Czech Republic|2|Silver||2002 Winter|Women's 4 × 5 kilometres Relay|Czech Republic|4|||2006 Winter|Women's 10 kilometres|Czech Republic|5|||2006 Winter|Women's 30 kilometres|Czech Republic|1|Gold||2006 Winter|Women's 15 km Skiathlon|Czech Republic|2|Silver||2006 Winter|Women's 4 × 5 kilometres Relay|Czech Republic|6||||||||||||||||||
Roman Nováček||Male|"5'3"" (160 cm)"|139 lbs (63 kg)|1969-07-05|||Czech Republic|Judo|1996 Summer|Men's Extra-Lightweight|Czech Republic|21T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Novák||Male|"6'3"" (190 cm)"|198 lbs (90 kg)|1975-03-22||Česka Sportovní|Czech Republic|Tennis|1996 Summer|Men's Singles|Czech Republic|33T |||1996 Summer|Men's Doubles|Czech Republic|5T |||2000 Summer|Men's Singles|Czech Republic|33T |||2000 Summer|Men's Doubles|Czech Republic|9T |||2004 Summer|Men's Singles|Czech Republic|17T |||2004 Summer|Men's Doubles|Czech Republic-2|17T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Radim Novák||Male|"6'0"" (183 cm)"|176 lbs (80 kg)|1973-03-26||ŠKP Rapid Plzeň, Plzeň (CZE)|Czech Republic|Shooting|2000 Summer|Men's Air Rifle, 10 metres|Czech Republic|43|||2000 Summer|Men's Small-Bore Rifle, Three Positions, 50 metres|Czech Republic|15T |||2000 Summer|Men's Small-Bore Rifle, Prone, 50 metres|Czech Republic|38T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jana Novotná||Female|"5'9"" (175 cm)"|139 lbs (63 kg)|1968-10-02||Moravská Slávia Brno/SPS Přerov|Czech Republic|Tennis|1988 Summer|Women's Singles|Czechoslovakia|17T |||1988 Summer|Women's Doubles|Czechoslovakia|2|Silver||1992 Summer|Women's Singles|Czechoslovakia|33T |||1992 Summer|Women's Doubles|Czechoslovakia|5T |||1996 Summer|Women's Singles|Czech Republic|3|Bronze||1996 Summer|Women's Doubles|Czech Republic|2|Silver|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kateřina Novotná||Female|"5'4"" (162 cm)"|123 lbs (56 kg)|1984-08-12||KSB Benátky nad Jizerou/Olymp Praha|Czech Republic|Short Track Speed Skating|2002 Winter|Women's 500 metres|Czech Republic|27|||2002 Winter|Women's 1,000 metres|Czech Republic|26|||2002 Winter|Women's 1,500 metres|Czech Republic|15|||2006 Winter|Women's 500 metres|Czech Republic|6|||2006 Winter|Women's 1,000 metres|Czech Republic|13|||2006 Winter|Women's 1,500 metres|Czech Republic|13|||2010 Winter|Women's 500 metres|Czech Republic|12|||2010 Winter|Women's 1,000 metres|Czech Republic|28|||2010 Winter|Women's 1,500 metres|Czech Republic|19||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Irena Novotná-Česneková||Female|"5'2"" (158 cm)"|115 lbs (52 kg)|1972-05-02||SKP Jablonex, Jablonec nad Nisou (CZE)|Czech Republic|Biathlon|1994 Winter|Women's 15 kilometres|Czech Republic|50|||1998 Winter|Women's 7.5 kilometres Sprint|Czech Republic|40|||1998 Winter|Women's 15 kilometres|Czech Republic|30|||1998 Winter|Women's 4 × 7.5 kilometres Relay|Czech Republic|6|||2002 Winter|Women's 7.5 kilometres Sprint|Czech Republic|22|||2002 Winter|Women's 10 kilometres Pursuit|Czech Republic|31|||2002 Winter|Women's 15 kilometres|Czech Republic|28|||2002 Winter|Women's 4 × 7.5 kilometres Relay|Czech Republic|8|||2006 Winter|Women's 15 kilometres|Czech Republic|67||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michal Novotný||Male|"6'1"" (185 cm)"|190 lbs (86 kg)|1981-07-01||Dukla Praha, Praha (CZE)|Czech Republic|Snowboarding|2006 Winter|Men's Boardercross|Czech Republic|13|||2010 Winter|Men's Boardercross|Czech Republic|16||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
René Novotný||Male|"6'1"" (186 cm)"|183 lbs (83 kg)|1963-06-10|||Czech Republic|Figure Skating|1988 Winter|Mixed Pairs|Czechoslovakia|AC|||1992 Winter|Mixed Pairs|Czechoslovakia|4|||1994 Winter|Mixed Pairs|Czech Republic|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Roman Novotný||Male|"5'11"" (180 cm)"|161 lbs (73 kg)|1986-01-05||AK Kroměříž, Kroměříž (CZE)|Czech Republic|Athletics|2008 Summer|Men's Long Jump|Czech Republic|8|||2012 Summer|Men's Long Jump|Czech Republic|38 r1/2||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eva Nývltová||Female|"5'4"" (162 cm)"|130 lbs (59 kg)|1986-02-06||SKP Jablonex, Jablonec nad Nisou (CZE)|Czech Republic|Cross Country Skiing|2006 Winter|Women's Sprint|Czech Republic|50|||2006 Winter|Women's 10 kilometres|Czech Republic|45|||2010 Winter|Women's Sprint|Czech Republic|33|||2010 Winter|Women's 10 kilometres|Czech Republic|54|||2010 Winter|Women's 30 kilometres|Czech Republic|39|||2010 Winter|Women's 15 km Skiathlon|Czech Republic|50|||2010 Winter|Women's 4 × 5 kilometres Relay|Czech Republic|12||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Rostislav Olesz||Male|"6'1"" (186 cm)"|194 lbs (88 kg)|1985-10-10||Florida Panthers, Sunrise (USA)|Czech Republic|Ice Hockey|2006 Winter|Men's Ice Hockey|Czech Republic|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Roman Oravec||Male|"6'2"" (188 cm)"|165 lbs (75 kg)|1978-04-05||USK Praha, Praha (CZE)|Czech Republic|Athletics|2000 Summer|Men's 800 metres|Czech Republic|4 h1 r1/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Orság||Male|"5'11"" (181 cm)"|282 lbs (128 kg)|1989-01-05|||Czech Republic|Weightlifting|2012 Summer|Men's Super-Heavyweight|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Filip Ospalý||Male|"5'10"" (179 cm)"|152 lbs (69 kg)|1976-05-15||Olympo Elite Team Brno/EKOL Elite Triathlon Team|Czech Republic|Triathlon|2000 Summer|Men's Olympic Distance|Czech Republic|AC||DNF|2004 Summer|Men's Olympic Distance|Czech Republic|29|||2008 Summer|Men's Olympic Distance|Czech Republic|20||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Otáhal||Male|"6'6"" (198 cm)"|203 lbs (92 kg)|1971-03-28|||Czech Republic|Canoeing|1996 Summer|Men's Kayak Fours, 1,000 metres|Czech Republic|5 h1r2/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lenka Oulehlová||Female|"5'8"" (173 cm)"|110 lbs (50 kg)|1973-06-14||Moravská Slavia Brno, Brno (CZE)|Czech Republic|Rhythmic Gymnastics|1988 Summer|Women's Individual|Czechoslovakia|22T  QR|||1992 Summer|Women's Individual|Czechoslovakia|8|||1996 Summer|Women's Individual|Czech Republic|22 r1/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavel Padrnos||Male|"6'3"" (190 cm)"|179 lbs (81 kg)|1970-12-17||Dukla Trenčín, Trenčín (SVK) / Saeco, (ITA)|Czech Republic|Cycling|1992 Summer|Men's Road Race, Individual|Czechoslovakia|69|||1992 Summer|Men's 100 kilometres Team Time Trial|Czechoslovakia|8|||2000 Summer|Men's Road Race, Individual|Czech Republic|69||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marek Pakosta||Male|||1969-04-21|||Czech Republic|Beach Volleyball|1996 Summer|Men's Beach Volleyball|Czech Republic|13T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kristýna Palešová||Female|"5'2"" (158 cm)"||1991-02-22||Sokol Brno I|Czech Republic|Gymnastics|2008 Summer|Women's Individual All-Around|Czech Republic|21|||2008 Summer|Women's Floor Exercise|Czech Republic|73 QR|||2008 Summer|Women's Uneven Bars|Czech Republic|15 QR|||2008 Summer|Women's Balance Beam|Czech Republic|21 QR|||2012 Summer|Women's Individual All-Around|Czech Republic|47 r1/2|||2012 Summer|Women's Floor Exercise|Czech Republic|55 r1/2|||2012 Summer|Women's Uneven Bars|Czech Republic|25 r1/2|||2012 Summer|Women's Balance Beam|Czech Republic|83 r1/2||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michal Palinek|Palda|Male|"6'2"" (189 cm)"|181 lbs (82 kg)|1967-08-10||adidas/Oakley|Czech Republic|Beach Volleyball|1996 Summer|Men's Beach Volleyball|Czech Republic|13T |||2000 Summer|Men's Beach Volleyball|Czech Republic|17T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Šárka Pančochová||Female|"5'1"" (156 cm)"|117 lbs (53 kg)|1990-11-01||AČS|Czech Republic|Snowboarding|2010 Winter|Women's Halfpipe|Czech Republic|14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Zbyněk Pánek||Male|"5'11"" (181 cm)"|159 lbs (72 kg)|1972-09-04||ASVS Dukla Liberec|Czech Republic|Nordic Combined|1994 Winter|Men's Team|Czech Republic|5|||1994 Winter|Men's Individual|Czech Republic|32||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Parma||Male|"5'9"" (174 cm)"|163 lbs (74 kg)|1963-01-09||Dukla Banská Bystrica, Banská Bystrica (SVK) / Spartak Frenštát, Frenštát pod Radhoštěm (CZE)|Czech Republic|Ski Jumping|1984 Winter|Men's Normal Hill, Individual|Czechoslovakia|10|||1984 Winter|Men's Large Hill, Individual|Czechoslovakia|23|||1988 Winter|Men's Normal Hill, Individual|Czechoslovakia|5|||1988 Winter|Men's Large Hill, Individual|Czechoslovakia|29|||1988 Winter|Men's Large Hill, Team|Czechoslovakia|4|||1992 Winter|Men's Normal Hill, Individual|Czechoslovakia|10|||1992 Winter|Men's Large Hill, Individual|Czechoslovakia|5|||1992 Winter|Men's Large Hill, Team|Czechoslovakia|3|Bronze||1994 Winter|Men's Normal Hill, Individual|Czech Republic|19T |||1994 Winter|Men's Large Hill, Individual|Czech Republic|39|||1994 Winter|Men's Large Hill, Team|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavel Patera||Male|"6'0"" (184 cm)"|183 lbs (83 kg)|1971-09-06||AIK, Solna (SWE) / Avangard Omsk, Omsk (RUS)|Czech Republic|Ice Hockey|1998 Winter|Men's Ice Hockey|Czech Republic|1|Gold||2002 Winter|Men's Ice Hockey|Czech Republic|5T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Irena Pavelková||Female|"5'4"" (162 cm)"|132 lbs (60 kg)|1974-09-05||USK Praha, Praha (CZE)|Czech Republic|Canoeing|1996 Summer|Women's Kayak Singles, Slalom|Czech Republic|16|||2000 Summer|Women's Kayak Singles, Slalom|Czech Republic|5|||2004 Summer|Women's Kayak Singles, Slalom|Czech Republic|15||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michaela Pavlíčková||Female|"6'3"" (190 cm)"|172 lbs (78 kg)|1977-11-27||Dynamo Moskva, Moskva (RUS)|Czech Republic|Basketball|2004 Summer|Women's Basketball|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Andrea Pažoutová||Female|"5'8"" (173 cm)"|150 lbs (68 kg)|1979-01-06||TJ Sokol Hradec Králové, Hradec Králové (CZE)|Czech Republic|Judo|2000 Summer|Women's Middleweight|Czech Republic|13T |||2004 Summer|Women's Middleweight|Czech Republic|AC||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jana Pechanová||Female|"5'7"" (170 cm)"|139 lbs (63 kg)|1981-03-03||Kometa Brno|Czech Republic|Swimming|2004 Summer|Women's 800 metres Freestyle|Czech Republic|19|||2008 Summer|Women's 10 kilometres Open Water|Czech Republic|8|||2012 Summer|Women's 10 kilometres Open Water|Czech Republic|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tereza Pecková||Female|"6'3"" (190 cm)"|159 lbs (72 kg)|1987-07-10||BK Brno, Brno (CZE)|Czech Republic|Basketball|2012 Summer|Women's Basketball|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lucie Pelantová||Female|"5'7"" (169 cm)"|128 lbs (58 kg)|1986-05-07|||Czech Republic|Athletics|2012 Summer|Women's 20 kilometres Walk|Czech Republic|35||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Milena Pergnerová||Female|"6'0"" (184 cm)"|165 lbs (75 kg)|1975-07-29|||Czech Republic|Canoeing|1996 Summer|Women's Kayak Fours, 500 metres|Czech Republic|5 h1r2/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Petrásek||Male|"6'0"" (183 cm)"|159 lbs (72 kg)|1966-03-26|||Czech Republic|Cross Country Skiing|1988 Winter|Men's 15 kilometres|Czechoslovakia|43|||1988 Winter|Men's 30 kilometres|Czechoslovakia|32|||1992 Winter|Men's 10 kilometres|Czechoslovakia|66|||1992 Winter|Men's 30 kilometres|Czechoslovakia|24|||1992 Winter|Men's 10/15 kilometres Pursuit|Czechoslovakia|55|||1994 Winter|Men's 10 kilometres|Czech Republic|71|||1994 Winter|Men's 50 kilometres|Czech Republic|AC||DNF|1994 Winter|Men's 10/15 kilometres Pursuit|Czech Republic|58||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavel Petřikov||Male|"5'6"" (168 cm)"|141 lbs (64 kg)|1986-06-20||PSK Hradec Králové|Czech Republic|Judo|2008 Summer|Men's Extra-Lightweight|Czech Republic|17T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Adam Petrouš||Male|"6'2"" (187 cm)"|165 lbs (75 kg)|1977-09-19||Slavia Praha, Praha (CZE)|Czech Republic|Football|2000 Summer|Men's Football|Czech Republic|14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Anna Pichrtová||Female|"5'5"" (165 cm)"|101 lbs (46 kg)|1973-05-19||Maratonstav, Úpice|Czech Republic|Athletics|2004 Summer|Women's Marathon|Czech Republic|28||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kateřina Pivoňková||Female|"5'10"" (177 cm)"|150 lbs (68 kg)|1979-05-06||USK Praha, Praha (CZE)|Czech Republic|Swimming|1996 Summer|Women's 200 metres Backstroke|Czech Republic|21|||1996 Summer|Women's 4 × 100 metres Medley Relay|Czech Republic|20|||2004 Summer|Women's 200 metres Backstroke|Czech Republic|19||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ľudovít Plachetka||Male|"5'8"" (172 cm)"|165 lbs (75 kg)|1971-03-27|||Czech Republic|Boxing|1996 Summer|Men's Middleweight|Czech Republic|9T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Josef Plachý||Male|"5'11"" (180 cm)"|150 lbs (68 kg)|1971-04-01|||Czech Republic|Table Tennis|1996 Summer|Men's Doubles|Czech Republic|25T |||2000 Summer|Men's Singles|Czech Republic|33T |||2000 Summer|Men's Doubles|Czech Republic|25T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tomáš Plekanec||Male|"5'10"" (178 cm)"|190 lbs (86 kg)|1982-10-31||Montréal Canadiens, Montréal (CAN)|Czech Republic|Ice Hockey|2010 Winter|Men's Ice Hockey|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Podhráský||Male|"6'4"" (192 cm)"|187 lbs (85 kg)|1983-10-11||ŠKP Rapid Plzeň, Plzeň (CZE)|Czech Republic|Shooting|2008 Summer|Men's Rapid-Fire Pistol, 25 metres|Czech Republic|14|||2012 Summer|Men's Rapid-Fire Pistol, 25 metres|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jakub Podrazil||Male|"6'7"" (200 cm)"|231 lbs (105 kg)|1992-01-09||Dukla Praha, Praha (CZE)|Czech Republic|Rowing|2012 Summer|Men's Coxless Fours|Czech Republic|13||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Polák||Male|"5'10"" (178 cm)"|185 lbs (84 kg)|1978-11-01|||Czech Republic|Cycling|2000 Summer|Men's 1,000 metres Time Trial|Czech Republic|13|||2000 Summer|Men's Team Sprint|Czech Republic|11||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Roman Polák||Male|"6'1"" (186 cm)"|231 lbs (105 kg)|1986-04-28||St. Louis Blues, St. Louis (USA)|Czech Republic|Ice Hockey|2010 Winter|Men's Ice Hockey|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavel Polakovič||Male|"5'10"" (179 cm)"|157 lbs (71 kg)|1974-01-11|||Czech Republic|Boxing|1996 Summer|Men's Light-Middleweight|Czech Republic|9T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Polívka||Male|"6'5"" (195 cm)"|203 lbs (92 kg)|1974-03-02|||Czech Republic|Canoeing|1996 Summer|Men's Kayak Doubles, 500 metres|Czech Republic|7 h1r3/4|||1996 Summer|Men's Kayak Fours, 1,000 metres|Czech Republic|5 h1r2/3|||2000 Summer|Men's Kayak Fours, 1,000 metres|Czech Republic|4 h1r2/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ondřej Polívka||Male|"6'1"" (186 cm)"|176 lbs (80 kg)|1988-03-17||Dukla Praha, Praha (CZE)|Czech Republic|Modern Pentathlon|2012 Summer|Men's Individual|Czech Republic|15||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lukáš Pollert||Male|"6'1"" (186 cm)"|159 lbs (72 kg)|1970-03-24||USK Praha, Praha (CZE)|Czech Republic|Canoeing|1992 Summer|Men's Canadian Singles, Slalom|Czechoslovakia|1|Gold||1996 Summer|Men's Canadian Singles, Slalom|Czech Republic|2|Silver|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Roman Polom||Male|"6'0"" (182 cm)"|212 lbs (96 kg)|1966-12-17|||Czech Republic|Weightlifting|1996 Summer|Men's Heavyweight I|Czech Republic|19||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavel Polomský||Male|"5'10"" (177 cm)"|181 lbs (82 kg)|1966-01-08||Bob-Club Jiskra|Czech Republic|Bobsleigh|1994 Winter|Men's Two|Czech Republic-1|7T |||1994 Winter|Men's Four|Czech Republic|10|||1998 Winter|Men's Two|Czech Republic-1|AC|||1998 Winter|Men's Four|Czech Republic|13||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lenka Popkin (Honzáková-)||Female|"5'7"" (169 cm)"|121 lbs (55 kg)|1978-04-16||SK GT Litoměřice|Czech Republic|Trampolining|2008 Summer|Women's Individual|Czech Republic|15 r1/2||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Věra Pošpísilová-Cechlová||Female|"5'9"" (176 cm)"|170 lbs (77 kg)|1978-11-19||PSK Olymp Praha, Praha (CZE)|Czech Republic|Athletics|2004 Summer|Women's Discus Throw|Czech Republic|3|Bronze||2008 Summer|Women's Discus Throw|Czech Republic|5|||2012 Summer|Women's Discus Throw|Czech Republic|34||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Libor Procházka||Male|"6'1"" (185 cm)"|187 lbs (85 kg)|1974-04-25||AIK, Solna (SWE)|Czech Republic|Ice Hockey|1998 Winter|Men's Ice Hockey|Czech Republic|1|Gold|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Procházka||Male|"5'11"" (181 cm)"|181 lbs (82 kg)|1972-03-03||Toronto Maple Leafs, Toronto (CAN)|Czech Republic|Ice Hockey|1998 Winter|Men's Ice Hockey|Czech Republic|1|Gold|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
